,wlbWellboreName,wlbWellType,wlbWell,wlbDrillingOperator,wlbProductionLicence,wlbPurpose,wlbStatus,wlbContent,wlbSubSea,wlbEntryDate,wlbCompletionDate,wlbEntryPreDrillDate,wlbCompPreDrillDate,field,wlbDrillPermit,wlbDiscovery,wlbDiscoveryWellbore,wlbBottomHoleTemperature,wlbSiteSurvey,wlbSeismicLocation,wlbMaxInclation,wlbKellyBushElevation,wlbFinalVerticalDepth,wlbTotalDepth,wlbWaterDepth,wlbKickOffPoint,wlbAgeAtTd,wlbFormationAtTd,wlbMainArea,wlbDrillingFacility,wlbFacilityTypeDrilling,wlbDrillingFacilityFixedOrMoveable,wlbProductionFacility,wlbLicensingActivity,wlbMultilateral,wlbPurposePlanned,wlbContentPlanned,wlbEntryYear,wlbCompletionYear,wlbReclassFromWellbore,wlbReentryExplorationActivity,wlbPlotSymbol,wlbFormationWithHc1,wlbAgeWithHc1,wlbFormationWithHc2,wlbAgeWithHc2,wlbFormationWithHc3,wlbAgeWithHc3,wlbDrillingDays,wlbReentry,wlbLicenceTargetName,wlbPluggedAbandonDate,wlbPluggedDate,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,lat,lon,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbDiskosWellboreType,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbPressReleaseUrl,wlbFactPageUrl,wlbFactMapUrl,wlbDiskosWellboreType1,wlbDiskosWellboreParent,wlbWdssQcDate,wlbReleasedDate,wlbDateReclass,wlbNpdidWellbore,prlNpdidProdLicenceTarget,fclNpdidFacilityProducing,dscNpdidDiscovery,fldID,fclNpdidFacilityDrilling,wlbNpdidWellboreReclass,prlNpdidProductionLicence,wlbNpdidSiteSurvey,wlbAliasName,wlbDateUpdated,wlbDateUpdatedMax,datesyncNPD,SSTVD,grad T (degC/km)
7582,6406/2-2,EXPLORATION,6406/2-2,Saga Petroleum ASA,199 ,APPRAISAL,P&A,GAS/CONDENSATE, NO,1995-12-12,1996-03-27,,,KRISTIN,825-L,6406/2-1 Lavrans,NO,183.0,,HWM 94- ROW 1790 & COLUMN 2070,15.3,24.0,5351.0,5367.0,272.0,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,ROSS RIG (2),SEMISUB STEEL,MOVEABLE,,14,NO,APPRAISAL,NOT APPLICABLE,1995,1996,,,17,ILE FM,MIDDLE JURASSIC,TOFTE FM,EARLY JURASSIC,                    ,                    ,107,NO,,,,ED50  ,64,49,46.35,N,6,34,15.43,E,64.829542,6.570953,7191848.6,384740.99,32,6406,2,initial             , ,2,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2644,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=2644,initial             ,                                        ,2002-09-24,1998-03-27,,2644,,,44834.0,1854729.0,294382.0,0,22404.0,,,2024-01-02,2024-01-02,22.03.2024,5327.0,32.92
7583,6406/2-2 R,EXPLORATION,6406/2-2,Statoil ASA (old),199 ,APPRAISAL,P&A,GAS/CONDENSATE, NO,2006-02-24,2006-03-03,,,KRISTIN,825-L2,6406/2-1 Lavrans,NO,183.0,,HWM 94- ROW 1790 & COLUMN 2070,15.3,18.0,5345.0,5361.0,272.0,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,WEST ALPHA,SEMISUB STEEL,MOVEABLE,,14,NO,APPRAISAL,,2006,2006,,PLUGGING,17,ILE FM,MIDDLE JURASSIC,TOFTE FM,EARLY JURASSIC,                    ,                    ,8,YES,,,,ED50  ,64,49,46.35,N,6,34,15.43,E,64.829542,6.570953,7191848.6,384740.99,32,6406,2,re-entry            , ,2,R,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4078,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=4078,re-entry            ,6406/2-2                                ,2008-08-15,2008-03-03,,4078,,,44834.0,1854729.0,297514.0,0,22404.0,,,2024-01-02,2024-01-02,22.03.2024,5327.0,32.92
7584,6406/2-3,EXPLORATION,6406/2-3,Saga Petroleum ASA,199 ,WILDCAT,P&A,GAS/CONDENSATE, NO,1996-08-24,1997-04-15,,,KRISTIN,851-L,6406/2-3 Kristin,YES,188.0,,HWM94-row 2802 & col 1022,6.4,24.0,5255.9,5258.0,372.0,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,TRANSOCEAN ARCTIC,SEMISUB STEEL,MOVEABLE,,14,NO,WILDCAT,NOT APPLICABLE,1996,1997,,,17,FANGST GP,MIDDLE JURASSIC,BÅT GP,EARLY JURASSIC,                    ,                    ,235,NO,,,,ED50  ,64,58,40.8,N,6,24,37.71,E,64.978,6.410475,7208685.6,377806.71,32,6406,2,initial             , ,3,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2849,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=2849,initial             ,                                        ,2002-05-29,1999-04-15,,2849,,,44840.0,1854729.0,294382.0,0,22404.0,,,2024-01-02,2024-01-02,22.03.2024,5231.9,34.48
7586,6406/2-4 SR,EXPLORATION,6406/2-4,Saga Petroleum ASA,199 ,APPRAISAL,P&A,GAS/CONDENSATE, NO,1998-11-12,1999-02-15,,,KRISTIN,876-L2,6406/2-1 Lavrans,NO,177.0,,HWM94- INLINE 1500 & CROSSLINE 2063,25.1,23.0,4969.6,5080.0,273.5,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,,14,NO,APPRAISAL,NOT APPLICABLE,1998,1999,,DRILLING,17,GARN FM,MIDDLE JURASSIC,BÅT GP,EARLY JURASSIC,                    ,                    ,96,YES,,1999-02-15,,ED50  ,64,47,58.34,N,6,32,29.26,E,64.799539,6.541461,7188560.78,383212.3,32,6406,2,re-entry            , ,4,SR,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3627,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=3627,re-entry            ,6406/2-4 S                              ,2003-04-11,2001-02-15,,3627,,,44834.0,1854729.0,287983.0,0,22404.0,,,2024-01-02,2024-01-02,22.03.2024,4946.6,34.24
7587,6406/2-5,EXPLORATION,6406/2-5,Saga Petroleum ASA,199 ,APPRAISAL,P&A,DRY, NO,1997-06-03,1997-09-29,,,KRISTIN,894-L,6406/2-3 Kristin,NO,190.0,,HWM94- ROW 2470 & COLUMN 1310,2.2,23.0,5438.0,5439.0,341.0,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,,14,NO,APPRAISAL,NOT APPLICABLE,1997,1997,,,1,,,,,                    ,                    ,119,NO,,,,ED50  ,64,55,53.83,N,6,26,58.65,E,64.931619,6.449625,7203444.56,379444.85,32,6406,2,initial             , ,5,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3125,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=3125,initial             ,                                        ,2002-09-24,1999-09-29,,3125,,,44840.0,1854729.0,287983.0,0,22404.0,,,2024-01-02,2024-01-02,22.03.2024,5415.0,33.68
7588,6406/2-5 A,EXPLORATION,6406/2-5,Saga Petroleum ASA,199 ,APPRAISAL,P&A,GAS/CONDENSATE, NO,1997-10-02,1998-02-23,,,KRISTIN,908-L,6406/2-3 Kristin,NO,175.0,,HWM 94- ROW 2500 & COLUMN 1152,37.5,23.0,4956.0,5600.0,341.0,,EARLY JURASSIC      ,ROR FM              ,NORWEGIAN SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,,14,NO,APPRAISAL,NOT APPLICABLE,1997,1998,,,17,GARN FM,MIDDLE JURASSIC,ILE FM,MIDDLE JURASSIC,                    ,                    ,145,NO,,,,ED50  ,64,55,53.83,N,6,26,58.65,E,64.931619,6.449625,7203444.56,379444.85,32,6406,2,sidetrack           , ,5,A,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3213,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=3213,sidetrack           ,6406/2-5                                ,2002-09-24,2000-02-23,,3213,,,44840.0,1854729.0,287983.0,0,22404.0,,,2024-01-02,2024-01-02,22.03.2024,4933.0,33.93
7589,6406/2-6,EXPLORATION,6406/2-6,Saga Petroleum ASA,199 ,WILDCAT,SUSPENDED,GAS/CONDENSATE, NO,1998-08-25,1998-11-07,,,,934-L,6406/2-6 Ragnfrid,YES,177.0,,HWM94- INLINE 940 & CROSSLINE 1630,11.2,23.0,5256.8,5263.0,302.0,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,,14,NO,WILDCAT,NOT APPLICABLE,1998,1998,,,17,ILE FM,MIDDLE JURASSIC,TOFTE FM,EARLY JURASSIC,                    ,                    ,75,NO,,,,ED50  ,64,45,31.34,N,6,22,54.69,E,64.758706,6.381858,7184316.92,375445.84,32,6406,2,initial             , ,6,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3407,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=3407,initial             ,                                        ,2002-12-18,2000-11-07,,3407,,,105682.0,,287983.0,0,22404.0,,,2024-01-02,2024-01-02,22.03.2024,5233.8,32.36
7590,6406/2-6 A,EXPLORATION,6406/2-6,Den norske stats oljeselskap a.s,199 ,APPRAISAL,P&A,GAS/CONDENSATE, NO,2000-05-24,2000-07-06,,,,975-L,6406/2-6 Ragnfrid,NO,175.0,,Crossline line 862 - line 1578.  HWM94,42.6,24.0,4842.2,5251.0,302.0,2815.0,EARLY JURASSIC      ,TOFTE FM            ,NORWEGIAN SEA,TRANSOCEAN ARCTIC,SEMISUB STEEL,MOVEABLE,,14,NO,APPRAISAL,NOT APPLICABLE,2000,2000,,,17,TOFTE FM,EARLY JURASSIC,,,                    ,                    ,44,NO,,2000-07-06,,ED50  ,64,45,31.34,N,6,22,54.69,E,64.758706,6.381858,7184316.92,375445.84,32,6406,2,sidetrack           , ,6,A,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4094,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=4094,sidetrack           ,6406/2-6                                ,2002-12-18,2002-07-06,,4094,,,105682.0,,294382.0,0,22404.0,,,2024-01-02,2024-01-02,22.03.2024,4818.2,34.74
7591,6406/2-6 R,EXPLORATION,6406/2-6,Den norske stats oljeselskap a.s,199 ,WILDCAT,P&A,GAS/CONDENSATE, NO,2000-05-17,2000-05-23,,,,934-L2,6406/2-6 Ragnfrid,NO,177.0,, ,11.2,24.0,5256.8,5263.0,302.0,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,TRANSOCEAN ARCTIC,SEMISUB STEEL,MOVEABLE,,14,NO,WILDCAT,NOT APPLICABLE,2000,2000,,PLUGGING,17,ILE FM,MIDDLE JURASSIC,TOFTE FM,EARLY JURASSIC,                    ,                    ,7,YES,,,2000-05-23,ED50  ,64,45,31.34,N,6,22,54.69,E,64.758706,6.381858,7184316.92,375445.84,32,6406,2,re-entry            , ,6,R,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4108,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=4108,re-entry            ,6406/2-6 A                              ,2002-12-18,2002-05-23,,4108,,,105682.0,,294382.0,0,22404.0,,,2024-01-02,2024-01-02,22.03.2024,5232.8,32.37
7592,6406/2-7,EXPLORATION,6406/2-7,Saga Petroleum ASA,199 ,WILDCAT,P&A,GAS/CONDENSATE, NO,1999-09-22,1999-12-26,,,KRISTIN,965-L,6406/2-7 (Erlend),YES,177.0,,HMW-94 LINE 1588 X-OVER LINE 1277,5.7,24.0,4977.0,4981.0,293.0,,EARLY JURASSIC      ,TILJE FM            ,NORWEGIAN SEA,TRANSOCEAN ARCTIC,SEMISUB STEEL,MOVEABLE,,14,NO,WILDCAT,NOT APPLICABLE,1999,1999,,,17,GARN FM,MIDDLE JURASSIC,ILE FM,MIDDLE JURASSIC,                    ,                    ,96,NO,,2014-10-01,,ED50  ,64,50,22.89,N,6,20,31.18,E,64.839692,6.341994,7193415.64,373929.11,32,6406,2,initial             , ,7,,,http://www.npd.no/ftpkatalog/pressemeldinger/1999/n39-99.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3878,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=3878,initial             ,                                        ,2002-12-18,2001-12-26,,3878,,,916112.0,1854729.0,294382.0,0,22404.0,,,2024-01-02,2024-01-02,22.03.2024,4953.0,34.2
7593,6406/2-8,EXPLORATION,6406/2-8,Wintershall Norge AS,589 ,WILDCAT,P&A,OIL, NO,2015-01-17,2015-05-05,,,,1554-L,6406/2-8 (Imsa),YES,162.0,,inline2310 & xline 3469 (WIN09M01),1.8,24.0,4680.0,4680.0,262.0,,LATE TRIASSIC       ,ÅRE FM              ,NORWEGIAN SEA,TRANSOCEAN ARCTIC,SEMISUB STEEL,MOVEABLE,,TFO2010,NO,WILDCAT,,2015,2015,,,5,TILJE FM,EARLY JURASSIC,ÅRE FM,LATE TRIASSIC,                    ,                    ,108,NO,,,,ED50  ,64,45,13.87,N,6,30,9.38,E,64.753853,6.502606,7183544.4,381166.51,32,6406,2,initial             , ,8,,,https://factpages.npd.no/pbl/wellbore_press_releases/7618-6406-2-8.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7618,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=7618,initial             ,                                        ,2016-07-05,2016-07-05,,7618,,,26337302.0,,294382.0,0,20109325.0,,,2024-01-13,2024-01-02,22.03.2024,4656.0,33.16
7612,6406/3-1,EXPLORATION,6406/3-1,Den norske stats oljeselskap a.s,091 ,WILDCAT,P&A,GAS SHOWS, NO,1984-04-27,1984-08-14,,,,412-L,,NO,169.0,,line 911 279-shot point 950,9.5,22.0,4896.0,4902.0,256.0,,LATE TRIASSIC       ,RED BEDS (INFORMAL) ,NORWEGIAN SEA,ROSS ISLE,SEMISUB STEEL,MOVEABLE,,8,NO,WILDCAT,NOT APPLICABLE,1984,1984,,,12,,,,,                    ,                    ,110,NO,,,,ED50  ,64,45,29.77,N,6,49,21.77,E,64.758269,6.822714,7183474.26,396410.13,32,6406,3,initial             , ,1,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=108,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=108,initial             ,                                        ,2007-06-28,1986-08-14,,108,,,,,296245.0,0,21532.0,,,2024-01-02,2024-01-02,22.03.2024,4874.0,33.11
7613,6406/3-2,EXPLORATION,6406/3-2,Den norske stats oljeselskap a.s,091 ,WILDCAT,P&A,OIL, NO,1986-06-28,1986-11-22,,,TRESTAKK,519-L,6406/3-2 Trestakk,YES,160.0,,911430 X ST 8403 - 401,3.4,22.0,4522.0,4523.0,300.0,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,WEST VANGUARD,SEMISUB STEEL,MOVEABLE,,8,NO,WILDCAT,NOT APPLICABLE,1986,1986,,,5,GARN FM,MIDDLE JURASSIC,,,                    ,                    ,148,NO,,,,ED50  ,64,51,46.78,N,6,49,51.87,E,64.862994,6.831075,7195126.91,397207.63,32,6406,3,initial             , ,2,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=863,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=863,initial             ,                                        ,2007-06-28,1988-11-22,,863,,,44846.0,29396445.0,287902.0,0,21532.0,,,2024-01-02,2024-01-02,22.03.2024,4500.0,33.86
7616,6406/3-5,EXPLORATION,6406/3-5,Den norske stats oljeselskap a.s,091 ,WILDCAT,P&A,SHOWS, NO,1988-04-03,1988-06-01,,,,576-L,,NO,92.0,,LINJE  911 - 444 &   SP  982,4.5,29.0,4281.0,4283.0,302.0,,EARLY JURASSIC      ,TILJE FM            ,NORWEGIAN SEA,WEST DELTA,SEMISUB STEEL,MOVEABLE,,8,NO,WILDCAT,NOT APPLICABLE,1988,1988,,,12,,,,,                    ,                    ,60,NO,,,,ED50  ,64,58,20.07,N,6,58,33.65,E,64.972242,6.976014,7207070.27,404464.42,32,6406,3,initial             , ,5,,, ,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1227,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1227,initial             ,                                        ,2004-05-18,1990-06-01,,1227,,,,,287821.0,0,21532.0,,,2024-01-02,2024-01-02,22.03.2024,4252.0,19.85
7617,6406/3-6,EXPLORATION,6406/3-6,Statoil ASA (old),091 ,APPRAISAL,P&A,OIL/GAS, NO,2002-09-21,2002-11-15,,,TYRIHANS,1040-L,6407/1-2 Tyrihans Sør,NO,151.0,,inline 484 & x-line 927: ST9503R99,3.7,24.0,4174.0,4175.0,273.0,,EARLY JURASSIC      ,TILJE FM            ,NORWEGIAN SEA,STENA DON,SEMISUB STEEL,MOVEABLE,,8,NO,APPRAISAL,NOT APPLICABLE,2002,2002,,,13,GARN FM,MIDDLE JURASSIC,ILE FM,MIDDLE JURASSIC,                    ,                    ,56,NO,,,,ED50  ,64,47,43.56,N,6,57,55.17,E,64.795433,6.965325,7187388.89,403326.4,32,6406,3,initial             , ,6,,,https://factpages.npd.no/pbl/wellbore_press_releases/4589-6406-3-6.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4589,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=4589,initial             ,                                        ,2004-12-01,2004-11-15,,4589,,,44852.0,3960848.0,297649.0,0,21532.0,,,2024-01-02,2024-01-02,22.03.2024,4150.0,34.55
7618,6406/3-7,EXPLORATION,6406/3-7,Statoil ASA (old),314 ,WILDCAT,P&A,DRY, NO,2006-07-22,2006-09-19,,,,1120-L,,NO,162.0,,Seismic 3D survey:HWE95M-inline3501-trace 7324,0.0,18.0,4507.2,4520.0,275.0,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,WEST ALPHA,SEMISUB STEEL,MOVEABLE,,TFO2003,NO,WILDCAT,,2006,2006,,,1,,,,,                    ,                    ,60,NO,,,,ED50  ,64,46,14.78,N,6,42,28.95,E,64.770772,6.708042,7185059.48,391006.54,32,6406,3,initial             , ,7,,,https://factpages.npd.no/pbl/wellbore_press_releases/5375-6406-3-7.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5375,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=5375,initial             ,                                        ,2008-12-18,2008-09-19,,5375,,,,,297514.0,0,2491284.0,,,2024-01-02,2024-01-02,22.03.2024,4489.2,34.39
7620,6406/3-9,EXPLORATION,6406/3-9,Maersk Oil Norway AS,431 ,WILDCAT,P&A,OIL, NO,2011-11-09,2012-03-26,,,,1355-L,6406/3-9,YES,145.0,,CE08M1;inline 3661 & crossline 5492,1.2,26.0,4183.0,4183.0,315.0,,CRETACEOUS          ,LANGE FM            ,NORWEGIAN SEA,TRANSOCEAN WINNER,SEMISUB STEEL,MOVEABLE,,TFO2006,NO,WILDCAT,,2011,2012,,,5,LYSING FM,LATE CRETACEOUS,LANGE FM,LATE CRETACEOUS,                    ,                    ,139,NO,,,,ED50  ,64,58,4.55,N,6,41,12.73,E,64.967931,6.686869,7207058.17,390803.2,32,6406,3,initial             , ,9,,,https://factpages.npd.no/pbl/wellbore_press_releases/6594-6406-3-9.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6594,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=6594,initial             ,                                        ,2013-03-15,2013-03-15,,6594,,,21636940.0,,296326.0,0,4238714.0,,,2024-01-02,2024-01-02,22.03.2024,4157.0,33.05
7621,6406/3-10,EXPLORATION,6406/3-10,Wintershall Norge AS,836 S,WILDCAT,P&A,OIL, NO,2019-11-08,2020-04-05,,,,1793-L,6406/3-10 (Bergknapp),YES,161.0,WIN18301,,1.3,34.0,4600.0,4600.0,312.7,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,SCARABEO 8,SEMISUB STEEL,MOVEABLE,,TFO2015,NO,WILDCAT,,2019,2020,,,5,ILE FM,EARLY JURASSIC,TILJE FM,MIDDLE JURASSIC,GARN FM             ,MIDDLE JURASSIC     ,81,NO,,,2021-07-12,ED50  ,64,56,16.19,N,6,46,42.63,E,64.937831,6.778508,7203549.93,395009.97,32,6406,3,initial             , ,10,,,https://factpages.npd.no/pbl/wellbore_press_releases/8928-6406-3-10.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=8928,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=8928,initial             ,                                        ,2022-08-08,2022-04-05,,8928,,,36998822.0,,404415.0,0,27431843.0,8797.0,,2024-01-02,2024-01-02,22.03.2024,4566.0,33.59
7671,6406/5-1,EXPLORATION,6406/5-1,A/S Norske Shell,255 ,WILDCAT,P&A,GAS/CONDENSATE, NO,2001-12-23,2002-04-30,,,,1026-L,6406/5-1,YES,165.0,,SH00S2-104DA intersecting SH00S2-304D,0.0,26.0,4684.0,4692.0,286.0,,EARLY JURASSIC      ,TILJE FM            ,NORWEGIAN SEA,TRANSOCEAN WINNER,SEMISUB STEEL,MOVEABLE,,16,NO,WILDCAT,NOT APPLICABLE,2001,2002,,,17,GARN FM,MIDDLE JURASSIC,,,                    ,                    ,129,NO,,,,ED50  ,64,37,16.62,N,6,36,3.13,E,64.621283,6.600869,7168597.21,385281.15,32,6406,5,initial             , ,1,,,https://www.npd.no/aktuelt/nyheter/Resultat-av-leteboring/2002/64065-1/,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4451,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=4451,initial             ,                                        ,2004-05-18,2004-04-30,,4451,,,2074021.0,,296326.0,0,1032979.0,,,2024-01-02,2024-01-02,22.03.2024,4658.0,33.79
7674,6406/6-2,EXPLORATION,6406/6-2,A/S Norske Shell,255 ,WILDCAT,P&A,DRY, NO,2006-09-23,2007-01-31,,,,1118-L,,NO,172.0,,HW95M in line:4860 trace = x-line:2000,2.5,18.0,4669.0,4670.0,253.0,,EARLY JURASSIC      ,TILJE FM            ,NORWEGIAN SEA,WEST ALPHA,SEMISUB STEEL,MOVEABLE,,16,NO,WILDCAT,,2006,2007,,,1,,,,,                    ,                    ,131,NO,,,,ED50  ,64,31,0.51,N,6,53,8.53,E,64.516808,6.885703,7156474.06,398508.77,32,6406,6,initial             , ,2,,,https://factpages.npd.no/pbl/wellbore_press_releases/5359-6406-6-2.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5359,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=5359,initial             ,                                        ,2009-03-09,2009-01-31,,5359,,,,,297514.0,0,1032979.0,,,2024-01-02,2024-01-02,22.03.2024,4651.0,35.35
7675,6406/6-3,EXPLORATION,6406/6-3,Wintershall Norge AS,511 ,WILDCAT,P&A,GAS, NO,2013-04-14,2013-07-09,,,,1446-L,6406/6-3 (Mjøsa),YES,159.0,,WINO09M02 inline 760 & xline 2806,5.1,24.0,4419.0,4420.0,243.0,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,TRANSOCEAN ARCTIC,SEMISUB STEEL,MOVEABLE,,TFO2008,NO,WILDCAT,,2013,2013,,,9,GARN FM,MIDDLE JURASSIC,,,                    ,                    ,86,NO,,,,ED50  ,64,34,24.49,N,6,58,27.53,E,64.573469,6.974314,7162647.49,402962.76,32,6406,6,initial             , ,3,,,https://factpages.npd.no/pbl/wellbore_press_releases/7156-6406-6-3.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7156,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=7156,initial             ,                                        ,2015-08-13,2015-07-09,,7156,,,23411075.0,,294382.0,0,5107428.0,,,2024-01-02,2024-01-02,22.03.2024,4395.0,34.45
7677,6406/6-4 S,EXPLORATION,6406/6-4,Maersk Oil Norway AS,510 ,WILDCAT,P&A,GAS/CONDENSATE, NO,2015-08-11,2015-10-30,,,,1563-L,6406/6-4 S (Tvillingen Sør),YES,165.0,,3D kube WIN09M02.inline 1414 & crossline 3010,10.5,25.0,4468.0,4484.0,261.0,,EARLY JURASSIC      ,TILJE FM            ,NORWEGIAN SEA,LEIV EIRIKSSON,SEMISUB STEEL,MOVEABLE,,TFO2008,NO,WILDCAT,,2015,2015,,,17,GARN FM,MIDDLE JURASSIC,,,                    ,                    ,81,NO,,2015-10-30,,ED50  ,64,38,30.7,N,6,46,1.96,E,64.641861,6.767211,7170598.91,393313.2,32,6406,6,initial             , ,4,S,,https://factpages.npd.no/pbl/wellbore_press_releases/7658-6406-6-4-S.pdf,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7658,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=7658,initial             ,                                        ,2016-07-05,2016-07-05,,7658,,,27052647.0,,297865.0,0,5106991.0,,,2024-01-02,2024-01-02,22.03.2024,4443.0,35.42
