,prfInformationCarrier,prfYear,prfPrdOilNetMillSm3,prfPrdGasNetBillSm3,prfPrdNGLNetMillSm3,prfPrdCondensateNetMillSm3,prfPrdOeNetMillSm3,prfPrdProducedWaterInFieldMillSm3,prfNpdidInformationCarrier
355,EKOFISK,2026,0.864,0.127,0.021,0.0,1.013,3.489,43506
356,ELDFISK,1979,1.712,0.413,0.073,0.0,2.197,0.0,43527
357,ELDFISK,1980,5.875,1.496,0.295,0.0,7.666,0.0,43527
358,ELDFISK,1981,4.933,1.511,0.281,0.0,6.725,0.0,43527
359,ELDFISK,1982,4.115,1.385,0.279,0.0,5.778,0.0,43527
360,ELDFISK,1983,3.715,1.44,0.329,0.0,5.483,0.0,43527
361,ELDFISK,1984,3.38,1.389,0.296,0.0,5.065,0.0,43527
362,ELDFISK,1985,3.378,1.394,0.33,0.0,5.102,0.0,43527
363,ELDFISK,1986,3.358,1.443,0.306,0.0,5.107,0.0,43527
364,ELDFISK,1987,3.145,1.359,0.294,0.0,4.798,0.0,43527
365,ELDFISK,1988,3.822,2.247,0.511,0.0,6.579,0.0,43527
366,ELDFISK,1989,4.205,1.567,0.559,0.0,6.331,0.0,43527
367,ELDFISK,1990,3.681,1.31,0.481,0.0,5.472,0.0,43527
368,ELDFISK,1991,2.98,1.982,0.329,0.0,5.291,0.0,43527
369,ELDFISK,1992,2.785,1.842,0.271,0.0,4.897,0.0,43527
370,ELDFISK,1993,2.451,1.712,0.251,0.0,4.413,0.0,43527
371,ELDFISK,1994,2.23,1.549,0.229,0.0,4.008,0.0,43527
372,ELDFISK,1995,2.692,1.995,0.292,0.0,4.979,0.0,43527
373,ELDFISK,1996,2.334,1.67,0.243,0.0,4.247,0.0,43527
374,ELDFISK,1997,2.353,1.703,0.26,0.0,4.316,0.0,43527
375,ELDFISK,1998,1.517,1.068,0.169,0.0,2.754,0.0,43527
376,ELDFISK,1999,1.164,0.557,0.101,0.0,1.822,0.0,43527
377,ELDFISK,2000,1.273,0.664,0.117,0.0,2.054,0.148,43527
378,ELDFISK,2001,1.996,0.749,0.145,0.0,2.891,0.221,43527
379,ELDFISK,2002,2.392,0.926,0.163,0.0,3.482,0.504,43527
380,ELDFISK,2003,2.419,0.742,0.142,0.0,3.302,0.744,43527
381,ELDFISK,2004,3.163,0.885,0.185,0.0,4.233,0.884,43527
382,ELDFISK,2005,3.511,0.86,0.178,0.0,4.549,1.046,43527
383,ELDFISK,2006,3.012,0.694,0.152,0.0,3.858,0.986,43527
384,ELDFISK,2007,2.644,0.534,0.121,0.0,3.299,0.93,43527
385,ELDFISK,2008,3.022,0.562,0.136,0.0,3.721,1.096,43527
386,ELDFISK,2009,2.858,0.485,0.117,0.0,3.46,0.95,43527
387,ELDFISK,2010,2.874,0.505,0.115,0.0,3.494,1.026,43527
388,ELDFISK,2011,2.894,0.476,0.108,0.0,3.478,1.157,43527
389,ELDFISK,2012,2.645,0.284,0.089,0.0,3.018,1.346,43527
390,ELDFISK,2013,1.93,0.257,0.069,0.0,2.256,1.186,43527
391,ELDFISK,2014,1.955,0.275,0.069,0.0,2.3,1.426,43527
392,ELDFISK,2015,2.381,0.341,0.086,0.0,2.807,1.513,43527
393,ELDFISK,2016,2.458,0.325,0.083,0.0,2.866,1.629,43527
394,ELDFISK,2017,2.533,0.341,0.084,0.0,2.958,2.075,43527
395,ELDFISK,2018,2.429,0.277,0.077,0.0,2.783,2.358,43527
396,ELDFISK,2019,2.325,0.245,0.082,0.0,2.652,2.389,43527
397,ELDFISK,2020,2.481,0.222,0.095,0.0,2.798,2.704,43527
398,ELDFISK,2021,2.609,0.233,0.101,0.0,2.943,3.072,43527
399,ELDFISK,2022,2.3,0.202,0.085,0.0,2.588,3.03,43527
400,ELDFISK,2023,2.245,0.192,0.088,0.0,2.525,2.921,43527
401,ELDFISK,2024,2.329,0.328,0.101,0.0,2.759,2.962,43527
402,ELDFISK,2025,2.241,0.406,0.093,0.0,2.739,2.716,43527
403,ELDFISK,2026,0.679,0.118,0.028,0.0,0.825,0.914,43527
404,EMBLA,1993,0.688,0.21,0.046,0.0,0.944,0.0,43534
405,EMBLA,1994,1.416,0.428,0.096,0.0,1.94,0.0,43534
406,EMBLA,1995,1.273,0.389,0.086,0.0,1.748,0.0,43534
407,EMBLA,1996,0.999,0.355,0.072,0.0,1.426,0.0,43534
408,EMBLA,1997,0.736,0.296,0.062,0.0,1.094,0.0,43534
409,EMBLA,1998,0.485,0.186,0.039,0.0,0.71,0.0,43534
410,EMBLA,1999,0.701,0.251,0.062,0.0,1.014,0.0,43534
411,EMBLA,2000,0.637,0.225,0.061,0.0,0.923,0.005,43534
412,EMBLA,2001,0.495,0.082,0.043,0.0,0.62,0.008,43534
413,EMBLA,2002,0.387,0.079,0.036,0.0,0.502,0.009,43534
414,EMBLA,2003,0.403,0.109,0.034,0.0,0.546,0.009,43534
415,EMBLA,2004,0.4,0.159,0.04,0.0,0.599,0.007,43534
416,EMBLA,2005,0.282,0.135,0.03,0.0,0.447,0.003,43534
417,EMBLA,2006,0.33,0.159,0.039,0.0,0.527,0.008,43534
418,EMBLA,2007,0.197,0.11,0.025,0.0,0.333,0.009,43534
419,EMBLA,2008,0.219,0.144,0.031,0.0,0.395,0.011,43534
420,EMBLA,2009,0.224,0.145,0.032,0.0,0.401,0.006,43534
421,EMBLA,2010,0.172,0.155,0.032,0.0,0.359,0.011,43534
422,EMBLA,2011,0.148,0.117,0.023,0.0,0.288,0.016,43534
423,EMBLA,2012,0.12,0.092,0.018,0.0,0.231,0.012,43534
424,EMBLA,2013,0.125,0.069,0.014,0.0,0.208,0.01,43534
425,EMBLA,2014,0.192,0.076,0.018,0.0,0.285,0.005,43534
426,EMBLA,2015,0.129,0.084,0.017,0.0,0.23,0.001,43534
427,EMBLA,2016,0.154,0.102,0.02,0.0,0.276,0.0,43534
428,EMBLA,2017,0.185,0.109,0.022,0.0,0.316,0.0,43534
429,EMBLA,2018,0.147,0.106,0.022,0.0,0.275,0.007,43534
430,EMBLA,2019,0.087,0.103,0.022,0.0,0.212,0.01,43534
431,EMBLA,2020,0.081,0.12,0.04,0.0,0.24,0.011,43534
432,EMBLA,2021,0.071,0.162,0.037,0.0,0.27,0.011,43534
433,EMBLA,2022,0.072,0.139,0.033,0.0,0.244,0.007,43534
434,EMBLA,2023,0.168,0.209,0.045,0.0,0.422,0.013,43534
435,EMBLA,2024,0.119,0.108,0.021,0.0,0.248,0.012,43534
436,EMBLA,2025,0.071,0.104,0.016,0.0,0.191,0.002,43534
437,EMBLA,2026,0.017,0.031,0.005,0.0,0.052,0.0,43534
438,ENOCH,2007,0.056,0.0,0.0,0.0,0.056,0.001,3437659
439,ENOCH,2008,0.068,0.0,0.0,0.0,0.068,0.002,3437659
440,ENOCH,2009,0.072,0.0,0.0,0.0,0.072,0.001,3437659
441,ENOCH,2010,0.047,0.0,0.0,0.0,0.047,0.001,3437659
442,ENOCH,2011,0.029,0.0,0.0,0.0,0.029,0.0,3437659
443,ENOCH,2012,0.002,0.0,0.0,0.0,0.002,0.0,3437659
444,ENOCH,2015,0.0,0.0,0.0,0.0,0.0,0.0,3437659
445,ENOCH,2016,0.01,0.0,0.0,0.0,0.01,0.017,3437659
446,ENOCH,2017,0.008,0.0,0.0,0.0,0.008,0.019,3437659
447,ENOCH,2018,0.018,0.0,0.0,0.0,0.018,0.046,3437659
448,ENOCH,2019,0.013,0.0,0.0,0.0,0.013,0.044,3437659
449,ENOCH,2020,0.009,0.0,0.0,0.0,0.009,0.035,3437659
450,ENOCH,2021,0.009,0.0,0.0,0.0,0.009,0.041,3437659
451,ENOCH,2022,0.008,0.0,0.0,0.0,0.008,0.042,3437659
452,ENOCH,2023,0.005,0.0,0.0,0.0,0.005,0.026,3437659
453,ENOCH,2024,0.003,0.0,0.0,0.0,0.003,0.026,3437659
454,ENOCH,2025,0.005,0.0,0.0,0.0,0.005,0.035,3437659
455,ENOCH,2026,0.004,0.0,0.0,0.0,0.004,0.014,3437659
456,FENJA,2023,0.821,0.032,0.012,0.0,0.865,0.015,31164879
457,FENJA,2024,1.095,0.051,0.014,0.0,1.16,0.171,31164879
458,FENJA,2025,0.65,0.034,0.009,0.0,0.693,0.4,31164879
459,FENJA,2026,0.152,0.019,0.006,0.0,0.177,0.17,31164879
460,FLYNDRE,2017,0.018,0.0,0.0,0.0,0.018,0.0,24635035
461,FLYNDRE,2018,0.023,0.0,0.0,0.0,0.024,0.0,24635035
462,FLYNDRE,2019,0.016,0.0,0.0,0.0,0.016,0.001,24635035
463,FLYNDRE,2020,0.013,0.0,0.003,0.0,0.016,0.003,24635035
464,FLYNDRE,2021,0.008,0.0,0.002,0.0,0.01,0.005,24635035
465,FLYNDRE,2022,0.005,0.0,0.001,0.0,0.006,0.005,24635035
466,FLYNDRE,2026,0.0,0.0,0.0,0.0,0.0,0.0,24635035
467,FRAM,2003,0.694,0.0,0.0,0.0,0.694,0.003,1578840
468,FRAM,2004,2.938,0.0,0.0,0.0,2.938,0.059,1578840
469,FRAM,2005,1.861,0.0,0.0,0.0,1.861,0.078,1578840
470,FRAM,2006,1.663,0.0,0.0,0.0,1.663,0.066,1578840
471,FRAM,2007,2.641,0.068,0.004,0.0,2.712,0.196,1578840
472,FRAM,2008,3.278,0.288,0.027,0.0,3.593,0.119,1578840
473,FRAM,2009,3.381,0.423,0.068,0.0,3.872,0.295,1578840
474,FRAM,2010,3.091,0.569,0.076,0.0,3.737,0.403,1578840
475,FRAM,2011,2.802,0.576,0.077,0.0,3.454,0.597,1578840
476,FRAM,2012,2.442,0.535,0.084,0.0,3.061,0.816,1578840
477,FRAM,2013,2.428,0.606,0.094,0.0,3.128,1.14,1578840
478,FRAM,2014,2.006,0.625,0.105,0.0,2.736,1.302,1578840
479,FRAM,2015,1.473,0.632,0.081,0.0,2.185,1.116,1578840
480,FRAM,2016,1.446,0.623,0.09,0.0,2.159,0.728,1578840
481,FRAM,2017,1.71,0.728,0.132,0.0,2.57,0.664,1578840
482,FRAM,2018,1.531,0.711,0.106,0.0,2.348,0.833,1578840
483,FRAM,2019,1.716,0.726,0.119,0.0,2.561,0.806,1578840
484,FRAM,2020,1.564,1.162,0.197,0.0,2.923,0.544,1578840
485,FRAM,2021,1.232,1.073,0.167,0.0,2.473,0.712,1578840
486,FRAM,2022,1.145,1.282,0.142,0.0,2.57,0.8,1578840
487,FRAM,2023,0.875,0.993,0.143,0.0,2.011,0.6,1578840
488,FRAM,2024,1.017,1.109,0.13,0.0,2.255,0.72,1578840
489,FRAM,2025,0.779,0.899,0.069,0.0,1.747,0.722,1578840
490,FRAM,2026,0.244,0.304,0.021,0.0,0.569,0.212,1578840
491,FRAM H-NORD,2014,0.126,0.0,0.0,0.0,0.126,0.019,23410947
492,FRAM H-NORD,2015,0.269,0.0,0.0,0.0,0.269,0.361,23410947
493,FRAM H-NORD,2016,0.161,0.0,0.0,0.0,0.161,0.267,23410947
494,FRAM H-NORD,2017,0.029,0.0,0.0,0.0,0.029,0.06,23410947
495,FRAM H-NORD,2018,0.0,0.0,0.0,0.0,0.0,0.002,23410947
496,FRAM H-NORD,2022,0.028,0.0,0.0,0.0,0.028,0.043,23410947
497,FRAM H-NORD,2023,0.036,0.0,0.0,0.0,0.036,0.053,23410947
498,FRAM H-NORD,2024,0.001,0.0,0.0,0.0,0.001,0.0,23410947
499,FRAM H-NORD,2025,0.0,0.0,0.0,0.0,0.0,0.0,23410947
500,FRIGG,1977,0.0,0.953,0.0,0.002,0.955,0.0,43555
501,FRIGG,1978,0.0,4.445,0.0,0.021,4.466,0.0,43555
502,FRIGG,1979,0.0,8.283,0.0,0.044,8.327,0.0,43555
503,FRIGG,1980,0.0,9.927,0.0,0.048,9.975,0.0,43555
504,FRIGG,1981,0.0,10.928,0.0,0.048,10.976,0.0,43555
505,FRIGG,1982,0.0,10.165,0.0,0.043,10.209,0.0,43555
506,FRIGG,1983,0.0,10.719,0.0,0.041,10.76,0.0,43555
507,FRIGG,1984,0.0,10.08,0.0,0.034,10.114,0.0,43555
508,FRIGG,1985,0.0,8.584,0.0,0.034,8.618,0.0,43555
509,FRIGG,1986,0.0,8.198,0.0,0.034,8.232,0.0,43555
510,FRIGG,1987,0.0,7.76,0.0,0.029,7.789,0.0,43555
511,FRIGG,1988,0.0,6.967,0.0,0.024,6.99,0.0,43555
512,FRIGG,1989,0.0,5.16,0.0,0.014,5.174,0.0,43555
513,FRIGG,1990,0.0,2.329,0.0,0.007,2.336,0.0,43555
514,FRIGG,1991,0.0,1.503,0.0,0.006,1.51,0.0,43555
515,FRIGG,1992,0.0,1.643,0.0,0.012,1.656,0.0,43555
516,FRIGG,1993,0.0,1.354,0.0,0.006,1.361,0.0,43555
517,FRIGG,1994,0.0,1.054,0.0,0.003,1.057,0.0,43555
518,FRIGG,1995,0.0,0.664,0.0,0.001,0.665,0.0,43555
519,FRIGG,1996,0.0,0.41,0.0,0.0,0.411,0.0,43555
520,FRIGG,1997,0.0,0.48,0.0,0.0,0.48,0.0,43555
521,FRIGG,1998,0.0,0.601,0.0,0.001,0.601,0.0,43555
522,FRIGG,1999,0.0,0.332,0.0,0.0,0.333,0.0,43555
523,FRIGG,2000,0.0,0.603,0.0,0.001,0.603,0.005,43555
524,FRIGG,2001,0.0,0.737,0.0,0.002,0.74,0.005,43555
525,FRIGG,2002,0.0,0.717,0.0,0.001,0.718,0.004,43555
526,FRIGG,2003,0.0,0.708,0.0,0.001,0.709,0.002,43555
527,FRIGG,2004,0.0,0.863,0.0,0.001,0.864,0.049,43555
528,FULLA,1994,0.388,0.584,0.0,0.003,0.976,0.0,42002479
529,FULLA,1995,0.437,0.609,0.0,0.003,1.049,0.0,42002479
530,FULLA,1996,0.283,0.532,0.0,0.006,0.822,0.0,42002479
531,FULLA,1997,0.132,0.271,0.0,0.003,0.407,0.0,42002479
532,FULLA,1998,0.071,0.149,0.0,0.004,0.223,0.0,42002479
533,FULLA,1999,0.013,0.041,0.0,0.0,0.054,0.0,42002479
534,FULLA,2000,0.002,0.0,0.0,0.0,0.002,0.0,42002479
535,FULLA,2001,0.0,0.0,0.0,0.0,0.0,0.0,42002479
536,GAUPE,2012,0.111,0.161,0.013,0.007,0.293,0.004,18161341
537,GAUPE,2013,0.05,0.142,0.015,0.005,0.212,0.014,18161341
538,GAUPE,2014,0.022,0.067,0.012,0.004,0.105,0.003,18161341
539,GAUPE,2015,0.02,0.013,0.003,0.001,0.037,0.014,18161341
540,GAUPE,2016,0.018,0.067,0.003,0.001,0.088,0.002,18161341
541,GAUPE,2017,0.009,0.009,0.002,0.001,0.02,0.0,18161341
542,GAUPE,2018,0.003,0.001,0.0,0.0,0.004,0.001,18161341
543,GIMLE,2005,0.3,0.062,0.021,0.0,0.383,0.009,4005142
544,GIMLE,2006,0.256,0.012,0.004,0.0,0.272,0.001,4005142
545,GIMLE,2007,0.55,0.0,0.0,0.0,0.55,0.021,4005142
546,GIMLE,2008,0.611,0.0,0.0,0.0,0.611,0.561,4005142
547,GIMLE,2009,0.333,0.0,0.0,0.0,0.333,0.795,4005142
548,GIMLE,2010,0.227,0.0,0.0,0.0,0.227,1.003,4005142
549,GIMLE,2011,0.2,0.0,0.0,0.0,0.2,1.192,4005142
550,GIMLE,2012,0.144,0.331,0.133,0.0,0.608,1.322,4005142
551,GIMLE,2013,0.102,0.326,0.126,0.0,0.554,1.417,4005142
552,GIMLE,2014,0.061,0.0,0.0,0.0,0.061,1.309,4005142
553,GIMLE,2015,0.078,0.106,0.047,0.0,0.231,1.012,4005142
554,GIMLE,2016,0.051,0.036,0.016,0.0,0.102,0.676,4005142
555,GIMLE,2017,0.03,0.008,0.003,0.0,0.041,0.223,4005142
556,GIMLE,2018,0.0,0.0,0.0,0.0,0.001,0.001,4005142
557,GIMLE,2019,0.002,0.043,0.016,0.0,0.061,0.0,4005142
558,GIMLE,2020,0.0,0.0,0.0,0.0,0.0,0.0,4005142
559,GIMLE,2021,0.071,0.007,0.002,0.0,0.079,0.0,4005142
560,GIMLE,2022,0.064,0.014,0.003,0.0,0.081,0.0,4005142
561,GIMLE,2023,0.038,0.019,0.004,0.0,0.061,0.003,4005142
562,GIMLE,2024,0.034,0.012,0.003,0.0,0.049,0.004,4005142
563,GIMLE,2025,0.054,0.068,0.014,0.0,0.136,0.006,4005142
564,GIMLE,2026,0.001,0.029,0.006,0.0,0.036,0.002,4005142
565,GINA KROG,2017,0.748,0.586,0.085,0.0,1.418,0.004,23384544
566,GINA KROG,2018,1.984,0.61,0.253,0.0,2.846,0.019,23384544
567,GINA KROG,2019,1.861,0.854,0.375,0.0,3.09,0.03,23384544
568,GINA KROG,2020,1.264,0.25,0.285,0.0,1.799,0.028,23384544
569,GINA KROG,2021,0.871,0.726,0.152,0.0,1.748,0.025,23384544
570,GINA KROG,2022,0.663,2.811,0.059,0.0,3.533,0.023,23384544
571,GINA KROG,2023,0.525,2.331,0.065,0.0,2.922,0.022,23384544
572,GINA KROG,2024,0.629,2.822,0.076,0.0,3.526,0.033,23384544
573,GINA KROG,2025,0.421,2.728,0.071,0.0,3.22,0.041,23384544
574,GINA KROG,2026,0.127,0.748,0.031,0.0,0.907,0.014,23384544
575,GJØA,2010,0.241,0.123,0.036,0.007,0.407,0.008,4467574
576,GJØA,2011,2.149,1.768,0.846,0.071,4.834,0.088,4467574
577,GJØA,2012,2.763,2.934,1.748,0.172,7.617,0.112,4467574
578,GJØA,2013,1.935,3.886,2.022,0.193,8.035,0.177,4467574
579,GJØA,2014,1.425,3.515,1.858,0.167,6.965,0.27,4467574
580,GJØA,2015,1.314,3.896,1.942,0.189,7.341,0.472,4467574
581,GJØA,2016,1.19,4.194,2.131,0.0,7.515,0.741,4467574
582,GJØA,2017,0.81,3.648,1.989,0.0,6.447,0.813,4467574
583,GJØA,2018,0.716,3.699,2.116,0.0,6.531,0.782,4467574
584,GJØA,2019,0.511,2.818,1.385,0.0,4.714,0.877,4467574
585,GJØA,2020,0.41,2.344,1.255,0.0,4.01,0.767,4467574
586,GJØA,2021,0.732,2.437,1.168,0.0,4.337,0.277,4467574
587,GJØA,2022,0.549,2.588,0.719,0.0,3.856,0.056,4467574
588,GJØA,2023,0.229,2.161,0.627,0.0,3.017,0.097,4467574
589,GJØA,2024,0.205,1.322,0.653,0.0,2.18,0.078,4467574
590,GJØA,2025,0.152,1.138,0.396,0.0,1.686,0.177,4467574
591,GJØA,2026,0.027,0.453,0.142,0.0,0.622,0.045,4467574
592,GLITNE,2001,0.746,0.0,0.0,0.0,0.746,0.005,1272071
593,GLITNE,2002,2.157,0.0,0.0,0.0,2.157,0.416,1272071
594,GLITNE,2003,1.686,0.0,0.0,0.0,1.686,1.071,1272071
595,GLITNE,2004,0.969,0.0,0.0,0.0,0.969,1.291,1272071
596,GLITNE,2005,0.827,0.0,0.0,0.0,0.827,2.003,1272071
597,GLITNE,2006,0.582,0.0,0.0,0.0,0.582,2.373,1272071
598,GLITNE,2007,0.469,0.0,0.0,0.0,0.469,2.628,1272071
599,GLITNE,2008,0.509,0.0,0.0,0.0,0.509,2.766,1272071
600,GLITNE,2009,0.371,0.0,0.0,0.0,0.371,2.887,1272071
601,GLITNE,2010,0.259,0.0,0.0,0.0,0.259,2.473,1272071
602,GLITNE,2011,0.198,0.0,0.0,0.0,0.198,2.303,1272071
603,GLITNE,2012,0.101,0.0,0.0,0.0,0.101,1.595,1272071
604,GLITNE,2013,0.006,0.0,0.0,0.0,0.006,0.194,1272071
605,GOLIAT,2016,2.95,0.0,0.0,0.0,2.95,0.0,5774394
606,GOLIAT,2017,2.513,0.0,0.0,0.0,2.513,0.01,5774394
607,GOLIAT,2018,3.72,0.0,0.0,0.0,3.72,0.396,5774394
608,GOLIAT,2019,2.359,0.0,0.0,0.0,2.359,0.843,5774394
609,GOLIAT,2020,2.314,0.0,0.0,0.0,2.314,1.672,5774394
610,GOLIAT,2021,2.023,0.0,0.0,0.0,2.023,1.753,5774394
611,GOLIAT,2022,1.885,0.0,0.0,0.0,1.885,2.149,5774394
612,GOLIAT,2023,1.492,0.0,0.0,0.0,1.492,1.697,5774394
613,GOLIAT,2024,1.263,0.0,0.0,0.0,1.263,1.54,5774394
614,GOLIAT,2025,1.28,0.0,0.0,0.0,1.28,1.297,5774394
615,GOLIAT,2026,0.373,0.0,0.0,0.0,0.373,0.331,5774394
616,GRANE,1996,0.079,0.0,0.0,0.0,0.079,0.003,1035937
617,GRANE,2003,0.751,0.0,0.0,0.0,0.751,0.185,1035937
618,GRANE,2004,7.086,0.0,0.0,0.0,7.086,2.947,1035937
619,GRANE,2005,10.308,0.0,0.0,0.0,10.308,4.534,1035937
620,GRANE,2006,12.614,0.0,0.0,0.0,12.614,4.686,1035937
621,GRANE,2007,11.992,0.0,0.0,0.0,11.992,3.316,1035937
622,GRANE,2008,10.037,0.0,0.0,0.0,10.037,3.296,1035937
623,GRANE,2009,10.724,0.0,0.0,0.0,10.724,2.726,1035937
624,GRANE,2010,9.654,0.0,0.0,0.0,9.654,2.299,1035937
625,GRANE,2011,8.097,0.0,0.0,0.0,8.097,3.157,1035937
626,GRANE,2012,7.108,0.0,0.0,0.0,7.108,3.626,1035937
627,GRANE,2013,5.505,0.0,0.0,0.0,5.505,4.545,1035937
628,GRANE,2014,4.086,0.0,0.0,0.0,4.086,3.917,1035937
629,GRANE,2015,4.215,0.0,0.0,0.0,4.215,4.582,1035937
630,GRANE,2016,4.391,0.0,0.0,0.0,4.391,5.676,1035937
631,GRANE,2017,5.832,0.0,0.0,0.0,5.832,6.171,1035937
632,GRANE,2018,5.625,0.0,0.0,0.0,5.625,5.191,1035937
633,GRANE,2019,5.118,0.0,0.0,0.0,5.118,4.326,1035937
634,GRANE,2020,3.987,0.0,0.0,0.0,3.987,3.796,1035937
635,GRANE,2021,3.065,0.0,0.0,0.0,3.065,3.201,1035937
636,GRANE,2022,2.105,0.0,0.0,0.0,2.105,2.951,1035937
637,GRANE,2023,2.047,0.0,0.0,0.0,2.047,3.313,1035937
638,GRANE,2024,1.663,0.0,0.0,0.0,1.663,2.966,1035937
639,GRANE,2025,1.73,0.0,0.0,0.0,1.73,2.795,1035937
640,GRANE,2026,0.6,0.0,0.0,0.0,0.6,0.916,1035937
641,GUDRUN,2014,1.081,0.683,0.214,0.0,1.978,0.003,18116481
642,GUDRUN,2015,3.019,1.54,0.472,0.0,5.031,0.034,18116481
643,GUDRUN,2016,3.4,1.727,0.474,0.0,5.602,0.088,18116481
644,GUDRUN,2017,3.193,2.016,0.481,0.0,5.689,0.24,18116481
645,GUDRUN,2018,2.378,1.63,0.354,0.0,4.361,0.28,18116481
646,GUDRUN,2019,1.983,1.528,0.291,0.0,3.802,0.318,18116481
647,GUDRUN,2020,1.431,1.348,0.269,0.0,3.049,0.236,18116481
648,GUDRUN,2021,1.245,1.207,0.219,0.0,2.671,0.104,18116481
649,GUDRUN,2022,1.449,1.22,0.119,0.0,2.788,0.408,18116481
650,GUDRUN,2023,1.265,0.981,0.116,0.0,2.363,0.661,18116481
651,GUDRUN,2024,0.793,0.742,0.073,0.0,1.608,0.742,18116481
652,GUDRUN,2025,0.585,0.604,0.044,0.0,1.233,0.698,18116481
653,GUDRUN,2026,0.236,0.25,0.023,0.0,0.51,0.222,18116481
654,GULLFAKS,1986,0.044,0.0,0.0,0.0,0.044,0.0,43686
655,GULLFAKS,1987,4.02,0.122,0.017,0.0,4.158,0.0,43686
656,GULLFAKS,1988,8.639,0.582,0.08,0.0,9.301,0.0,43686
657,GULLFAKS,1989,15.49,1.059,0.151,0.0,16.7,0.0,43686
658,GULLFAKS,1990,14.83,1.005,0.145,0.0,15.979,0.0,43686
659,GULLFAKS,1991,19.907,1.31,0.237,0.0,21.454,0.0,43686
660,GULLFAKS,1992,25.027,1.799,0.337,0.0,27.164,0.0,43686
661,GULLFAKS,1993,28.677,2.069,0.495,0.0,31.24,0.0,43686
662,GULLFAKS,1994,30.743,2.017,0.448,0.0,33.208,0.0,43686
663,GULLFAKS,1995,28.091,1.873,0.378,0.0,30.342,0.0,43686
664,GULLFAKS,1996,25.445,1.773,0.202,0.0,27.42,0.0,43686
665,GULLFAKS,1997,24.121,1.684,0.189,0.0,25.994,0.0,43686
666,GULLFAKS,1998,19.855,1.455,0.244,0.0,21.554,0.0,43686
667,GULLFAKS,1999,17.277,0.968,0.165,0.0,18.41,0.0,43686
668,GULLFAKS,2000,13.272,0.902,0.162,0.0,14.336,23.517,43686
669,GULLFAKS,2001,10.532,0.827,0.197,0.0,11.556,25.287,43686
670,GULLFAKS,2002,9.211,0.605,0.163,0.0,9.978,24.652,43686
671,GULLFAKS,2003,9.506,0.622,0.252,0.0,10.38,25.271,43686
672,GULLFAKS,2004,9.712,0.579,0.232,0.0,10.523,29.085,43686
673,GULLFAKS,2005,8.346,0.448,0.217,0.0,9.011,25.154,43686
674,GULLFAKS,2006,6.429,0.493,0.196,0.0,7.118,26.228,43686
675,GULLFAKS,2007,5.56,0.236,0.257,0.0,6.053,23.837,43686
676,GULLFAKS,2008,5.305,0.333,0.322,0.0,5.961,23.649,43686
677,GULLFAKS,2009,4.69,0.228,0.073,0.0,4.99,25.826,43686
678,GULLFAKS,2010,3.959,0.09,0.03,0.0,4.079,24.553,43686
679,GULLFAKS,2011,2.663,0.0,0.0,0.0,2.663,15.123,43686
680,GULLFAKS,2012,2.537,0.0,0.0,0.0,2.537,15.814,43686
681,GULLFAKS,2013,2.568,0.0,0.0,0.0,2.568,13.839,43686
682,GULLFAKS,2014,2.136,0.0,0.0,0.0,2.136,13.087,43686
683,GULLFAKS,2015,2.098,0.0,0.0,0.0,2.098,15.877,43686
684,GULLFAKS,2016,2.279,0.0,0.0,0.0,2.279,16.158,43686
685,GULLFAKS,2017,2.043,0.0,0.0,0.0,2.043,15.689,43686
686,GULLFAKS,2018,2.676,0.0,0.0,0.0,2.676,17.281,43686
687,GULLFAKS,2019,2.755,0.0,0.0,0.0,2.755,16.358,43686
688,GULLFAKS,2020,2.408,0.0,0.0,0.0,2.408,15.725,43686
689,GULLFAKS,2021,1.736,0.0,0.0,0.0,1.736,16.296,43686
690,GULLFAKS,2022,1.628,0.0,0.0,0.0,1.628,13.02,43686
691,GULLFAKS,2023,1.337,0.0,0.0,0.0,1.337,13.098,43686
692,GULLFAKS,2024,1.287,0.0,0.0,0.0,1.287,12.68,43686
693,GULLFAKS,2025,1.331,0.0,0.0,0.0,1.331,11.283,43686
694,GULLFAKS,2026,0.437,0.0,0.0,0.0,0.437,3.777,43686
695,GULLFAKS SØR,1998,0.069,0.0,0.0,0.0,0.069,0.0,43699
696,GULLFAKS SØR,1999,2.207,0.0,0.0,0.0,2.207,0.0,43699
697,GULLFAKS SØR,2000,2.994,0.499,0.105,0.0,3.598,0.19,43699
698,GULLFAKS SØR,2001,3.838,0.599,0.151,0.0,4.589,0.372,43699
699,GULLFAKS SØR,2002,3.729,1.887,0.458,0.0,6.073,0.243,43699
700,GULLFAKS SØR,2003,3.379,2.543,0.579,0.0,6.501,0.178,43699
701,GULLFAKS SØR,2004,4.171,3.214,0.741,0.0,8.125,0.188,43699
702,GULLFAKS SØR,2005,3.889,3.803,0.824,0.0,8.517,0.393,43699
703,GULLFAKS SØR,2006,2.933,3.637,0.967,0.0,7.536,0.561,43699
704,GULLFAKS SØR,2007,3.28,4.043,1.017,0.0,8.34,0.613,43699
705,GULLFAKS SØR,2008,3.108,3.738,0.878,0.0,7.724,0.356,43699
706,GULLFAKS SØR,2009,3.007,2.637,0.82,0.0,6.465,0.445,43699
707,GULLFAKS SØR,2010,2.085,2.336,0.741,0.002,5.165,0.156,43699
708,GULLFAKS SØR,2011,1.594,1.609,0.28,0.0,3.483,0.331,43699
